Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2016-04-26T00:00:00.000,0.85,0.85,0.9,0.8,0.95,0.85,0.87,<1
DEL18DT,2016-04-25T00:00:00.000,0.85,0.9,0.85,0.85,0.85,0.8,0.85,<1
DEL18DT,2016-04-24T00:00:00.000,0.95,1.2,0.9,0.95,0.85,0.9,0.96,<1
DEL18DT,2016-04-23T00:00:00.000,1,0.95,1,0.8,0.85,0.85,0.91,1
DEL18DT,2016-04-22T00:00:00.000,1,1,0.95,0.9,0.9,0.9,0.94,<1
DEL18DT,2016-04-21T00:00:00.000,1,1,0.9,1,1,1,0.98,<1
DEL18DT,2016-04-20T00:00:00.000,0.9,1,1,0.95,0.9,0.95,0.95,<1
DEL18DT,2016-04-19T00:00:00.000,0.85,0.9,0.9,1,1.1,1.1,0.98,<1
DEL18DT,2016-04-18T00:00:00.000,0.95,1,1,1,0.8,0.9,0.94,<1
DEL18DT,2016-04-17T00:00:00.000,0.95,1,0.95,0.95,1,1.1,0.99,<1
DEL18DT,2016-04-16T00:00:00.000,0.85,0.9,1,1.1,1,1,0.98,<1
DEL18DT,2016-04-15T00:00:00.000,0.95,1,1,1,0.9,0.85,0.95,<1
DEL18DT,2016-04-14T00:00:00.000,0.95,1.1,0.9,0.95,1,0.85,0.96,<1
DEL18DT,2016-04-13T00:00:00.000,0.8,0.85,0.95,0.9,1,1.1,0.93,<1
DEL18DT,2016-04-12T00:00:00.000,0.95,0.9,1,0.85,0.85,0.9,0.91,<1
DEL18DT,2016-04-11T00:00:00.000,0.8,1,0.85,0.85,1.3,1.1,0.98,<1
DEL18DT,2016-04-10T00:00:00.000,0.95,0.8,0.9,0.8,0.85,0.85,0.86,<1
DEL18DT,2016-04-09T00:00:00.000,0.9,0.9,1,0.9,0.9,0.9,0.92,<1
DEL18DT,2016-04-08T00:00:00.000,0.85,0.85,0.85,0.8,0.8,0.95,0.85,1
DEL18DT,2016-04-07T00:00:00.000,1,0.95,0.95,0.8,0.9,0.85,0.91,<1
DEL18DT,2016-04-06T00:00:00.000,0.85,0.95,0.9,0.9,0.85,0.95,0.9,<1
DEL18DT,2016-04-05T00:00:00.000,1,1,1.1,0.95,0.85,0.95,0.98,<1
DEL18DT,2016-04-04T00:00:00.000,0.85,0.85,0.9,0.8,0.9,1,0.88,<1
DEL18DT,2016-04-03T00:00:00.000,0.9,0.9,1.1,0.8,0.85,0.8,0.89,<1
DEL18DT,2016-04-02T00:00:00.000,0.85,1,0.85,1.1,0.95,0.9,0.94,<1
DEL18DT,2016-04-01T00:00:00.000,0.9,0.85,0.85,0.85,0.9,0.95,0.88,<1
DEL18DT,2016-03-31T00:00:00.000,0.75,0.75,0.75,0.8,0.75,0.85,0.78,<1
DEL18DT,2016-03-30T00:00:00.000,0.85,0.85,0.85,0.8,0.9,0.8,0.84,<1
DEL18DT,2016-03-29T00:00:00.000,0.8,0.85,0.7,0.85,0.75,0.75,0.78,<1
DEL18DT,2016-03-28T00:00:00.000,0.75,0.8,0.75,0.75,0.8,0.9,0.79,1
DEL18DT,2016-03-27T00:00:00.000,0.85,0.85,1,0.8,0.8,0.75,0.84,<1
DEL18DT,2016-03-26T00:00:00.000,0.85,1,0.85,0.8,0.75,0.8,0.84,<1
DEL18DT,2016-03-25T00:00:00.000,0.9,0.8,0.8,0.8,0.95,0.9,0.86,<1
DEL18DT,2016-03-24T00:00:00.000,0.9,0.85,0.9,0.8,0.9,0.85,0.87,1
DEL18DT,2016-03-23T00:00:00.000,0.75,0.75,0.8,0.95,0.95,0.95,0.86,1
DEL18DT,2016-03-22T00:00:00.000,0.8,0.85,0.85,0.8,0.8,0.8,0.82,<1
DEL18DT,2016-03-21T00:00:00.000,1.1,0.95,0.95,0.8,0.8,0.8,0.9,<1
DEL18DT,2016-03-20T00:00:00.000,0.85,0.85,0.85,0.8,1,1,0.89,<1
DEL18DT,2016-03-19T00:00:00.000,0.9,0.85,0.95,0.8,0.85,0.85,0.87,<1
DEL18DT,2016-03-18T00:00:00.000,0.9,0.95,0.85,0.8,0.8,0.8,0.85,<1
DEL18DT,2016-03-17T00:00:00.000,0.9,0.95,0.9,0.9,0.8,0.8,0.88,<1
DEL18DT,2016-03-16T00:00:00.000,0.9,0.9,0.85,1,0.8,0.9,0.89,<1
DEL18DT,2016-03-15T00:00:00.000,1,0.95,0.9,0.95,1.1,0.9,0.97,<1
DEL18DT,2016-03-14T00:00:00.000,0.8,0.95,0.85,1.1,1.1,1,0.97,1
DEL18DT,2016-03-13T00:00:00.000,0.85,0.85,0.85,0.85,0.85,0.85,0.85,<1
DEL18DT,2016-03-12T00:00:00.000,0.95,0.9,0.85,0.75,0.85,0.85,0.86,<1
DEL18DT,2016-03-11T00:00:00.000,0.9,0.9,0.85,0.8,0.95,1,0.9,<1
DEL18DT,2016-03-10T00:00:00.000,0.95,0.95,0.95,0.95,1,0.9,0.95,<1
DEL18DT,2016-03-09T00:00:00.000,0.9,0.9,0.85,0.85,0.8,0.9,0.87,<1
DEL18DT,2016-03-08T00:00:00.000,0.95,0.9,0.95,1,1,0.85,0.94,<1
DEL18DT,2016-03-07T00:00:00.000,0.85,0.85,0.85,0.85,0.85,0.95,0.87,<1
DEL18DT,2016-03-06T00:00:00.000,1.1,0.8,0.85,0.8,0.75,0.85,0.86,<1
DEL18DT,2016-03-05T00:00:00.000,0.85,0.9,0.85,0.85,0.8,1.2,0.91,<1
DEL18DT,2016-03-04T00:00:00.000,0.85,0.85,0.9,0.85,0.9,0.85,0.87,<1
DEL18DT,2016-03-03T00:00:00.000,0.85,0.85,0.9,0.85,1,0.9,0.89,<1
DEL18DT,2016-03-02T00:00:00.000,0.9,0.9,0.9,0.9,0.9,0.85,0.89,<1
DEL18DT,2016-03-01T00:00:00.000,0.85,0.85,0.85,0.85,0.9,0.9,0.87,<1
DEL18DT,2016-02-29T00:00:00.000,0.9,0.9,1,0.75,0.9,0.9,0.89,1
DEL18DT,2016-02-28T00:00:00.000,0.95,0.95,1,0.9,0.85,0.85,0.92,2
DEL18DT,2016-02-27T00:00:00.000,1,1.1,1.1,0.85,0.8,0.9,0.96,<1
DEL18DT,2016-02-26T00:00:00.000,0.95,1,0.95,1.1,1.1,1.1,1.03,1
DEL18DT,2016-02-25T00:00:00.000,1.1,1,1,0.85,1.1,1,1.01,1
DEL18DT,2016-02-24T00:00:00.000,1.5,1.4,1.2,1.3,1.1,1.2,1.28,1
DEL18DT,2016-02-23T00:00:00.000,0.95,0.85,0.95,1.3,1.3,1.4,1.13,<1
DEL18DT,2016-02-22T00:00:00.000,0.95,1,0.95,0.9,0.85,0.85,0.92,<1
DEL18DT,2016-02-21T00:00:00.000,1,0.9,0.85,0.85,0.95,0.95,0.92,<1
DEL18DT,2016-02-20T00:00:00.000,1,1.1,1,0.85,0.8,1.1,0.98,<1
DEL18DT,2016-02-19T00:00:00.000,1.1,0.9,0.85,1,1.1,1.1,1.01,4
DEL18DT,2016-02-18T00:00:00.000,0.85,0.8,0.95,0.8,0.8,0.85,0.84,<1
DEL18DT,2016-02-17T00:00:00.000,0.95,0.9,1,0.85,0.85,0.85,0.9,2
DEL18DT,2016-02-16T00:00:00.000,0.9,0.9,1,0.9,1,0.9,0.93,2
DEL18DT,2016-02-15T00:00:00.000,1,1,0.95,0.85,1.1,0.9,0.97,<1
DEL18DT,2016-02-14T00:00:00.000,0.85,0.85,0.9,0.9,0.95,0.95,0.9,<1
DEL18DT,2016-02-13T00:00:00.000,0.95,1,1,0.85,0.8,0.85,0.91,1
DEL18DT,2016-02-12T00:00:00.000,0.8,0.85,0.8,1,0.8,0.95,0.87,1
DEL18DT,2016-02-11T00:00:00.000,0.9,0.9,0.85,,,,0.88,<1
DEL18DT,2016-02-10T00:00:00.000,0.8,0.85,0.9,1.2,0.95,0.95,0.94,<1
DEL18DT,2016-02-09T00:00:00.000,0.9,0.9,0.9,0.8,0.85,0.85,0.87,3
DEL18DT,2016-02-08T00:00:00.000,0.9,0.85,1.1,1.2,0.85,1,0.98,<1
DEL18DT,2016-02-07T00:00:00.000,0.9,0.9,0.8,0.8,0.85,0.85,0.85,1
DEL18DT,2016-02-06T00:00:00.000,0.9,0.95,0.85,0.9,0.85,0.8,0.88,<1
DEL18DT,2016-02-05T00:00:00.000,0.9,0.9,0.9,0.9,0.95,0.95,0.92,<1
DEL18DT,2016-02-04T00:00:00.000,0.95,0.85,0.85,0.9,1,0.9,0.91,<1
DEL18DT,2016-02-03T00:00:00.000,,0.95,0.9,0.9,0.95,0.95,0.93,<1
DEL18DT,2016-02-02T00:00:00.000,0.95,0.95,0.95,,,,0.95,<1
DEL18DT,2016-02-01T00:00:00.000,0.8,0.8,0.8,0.8,0.9,0.85,0.83,<1
DEL18DT,2016-01-31T00:00:00.000,0.85,0.8,0.85,0.9,0.75,0.8,0.83,<1
DEL18DT,2016-01-30T00:00:00.000,0.9,0.9,0.9,0.8,0.8,0.8,0.85,<1
DEL18DT,2016-01-29T00:00:00.000,0.8,0.95,0.85,0.95,0.95,0.85,0.89,<1
DEL18DT,2016-01-28T00:00:00.000,0.85,0.9,0.8,0.85,0.85,0.95,0.87,<1
DEL18DT,2016-01-27T00:00:00.000,0.95,1,0.75,0.85,0.85,0.85,0.88,<1
DEL18DT,2016-01-26T00:00:00.000,1.1,0.85,0.85,0.85,0.9,0.95,0.92,1
DEL18DT,2016-01-25T00:00:00.000,0.75,0.7,0.65,0.85,0.85,0.95,0.79,2
DEL18DT,2016-01-24T00:00:00.000,1,0.85,0.9,1.1,0.75,0.65,0.88,<1
DEL18DT,2016-01-23T00:00:00.000,0.8,0.9,0.9,0.95,0.95,1,0.92,<1
DEL18DT,2016-01-22T00:00:00.000,0.85,0.75,0.75,0.9,0.95,0.9,0.85,<1
DEL18DT,2016-01-21T00:00:00.000,0.85,0.75,0.8,0.75,0.8,0.75,0.78,<1
DEL18DT,2016-01-20T00:00:00.000,0.8,0.75,0.75,1,1,1,0.88,1
DEL18DT,2016-01-19T00:00:00.000,0.7,0.8,0.75,0.7,0.85,0.8,0.77,<1
DEL18DT,2016-01-18T00:00:00.000,0.8,0.7,0.8,0.85,0.75,0.8,0.78,<1
DEL18DT,2016-01-17T00:00:00.000,0.8,0.8,0.75,0.8,0.85,0.75,0.79,<1
DEL18DT,2016-01-16T00:00:00.000,0.8,0.85,0.85,0.7,0.75,0.8,0.79,<1
DEL18DT,2016-01-15T00:00:00.000,0.9,0.8,0.85,0.8,0.85,0.85,0.84,<1
DEL18DT,2016-01-14T00:00:00.000,0.95,0.85,1,0.85,0.85,0.85,0.89,<1
DEL18DT,2016-01-13T00:00:00.000,0.85,0.85,0.85,0.9,0.8,0.85,0.85,1
DEL18DT,2016-01-12T00:00:00.000,0.75,0.85,0.85,0.75,0.8,0.8,0.8,1
DEL18DT,2016-01-11T00:00:00.000,0.9,0.85,0.85,0.7,0.75,0.75,0.8,3
DEL18DT,2016-01-10T00:00:00.000,0.7,0.75,1,0.8,1.1,0.95,0.88,2
DEL18DT,2016-01-09T00:00:00.000,0.75,0.9,0.8,0.75,0.65,0.75,0.77,<1
DEL18DT,2016-01-08T00:00:00.000,0.85,0.85,0.8,0.75,0.8,0.85,0.82,1
DEL18DT,2016-01-07T00:00:00.000,0.8,0.75,0.8,0.75,0.8,0.85,0.79,<1
DEL18DT,2016-01-06T00:00:00.000,0.75,0.85,0.8,0.8,0.75,0.8,0.79,<1
DEL18DT,2016-01-05T00:00:00.000,0.7,0.8,0.8,0.85,0.75,0.85,0.79,<1
DEL18DT,2016-01-04T00:00:00.000,0.85,0.8,0.85,0.75,0.95,0.8,0.83,<1
DEL18DT,2016-01-03T00:00:00.000,0.65,0.7,0.7,0.8,0.8,0.75,0.73,<1
DEL18DT,2016-01-02T00:00:00.000,0.8,0.85,0.9,0.65,0.65,0.65,0.75,2
DEL18DT,2016-01-01T00:00:00.000,0.9,0.9,0.85,0.8,0.75,0.85,0.84,<1
DEL18DT,2015-12-31T00:00:00.000,0.8,0.8,0.85,0.9,0.8,0.85,0.83,2
DEL18DT,2015-12-31T00:00:00.000,0.8,0.8,0.85,0.9,0.8,0.85,0.83,2
DEL18DT,2015-12-30T00:00:00.000,0.75,0.7,0.75,0.8,0.85,0.75,0.77,1
DEL18DT,2015-12-30T00:00:00.000,0.75,0.7,0.75,0.8,0.85,0.75,0.77,1
DEL18DT,2015-12-29T00:00:00.000,0.75,0.85,1.1,0.7,0.85,0.65,0.82,1
DEL18DT,2015-12-29T00:00:00.000,0.75,0.85,1.1,0.7,0.85,0.65,0.82,1
DEL18DT,2015-12-28T00:00:00.000,0.7,0.7,0.8,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-28T00:00:00.000,0.7,0.7,0.8,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-27T00:00:00.000,0.7,0.75,0.75,0.65,0.7,0.75,0.72,<1
DEL18DT,2015-12-27T00:00:00.000,0.7,0.75,0.75,0.65,0.7,0.75,0.72,<1
DEL18DT,2015-12-26T00:00:00.000,0.8,0.8,0.8,0.7,0.7,0.75,0.76,<1
DEL18DT,2015-12-26T00:00:00.000,0.8,0.8,0.8,0.7,0.7,0.75,0.76,<1
DEL18DT,2015-12-25T00:00:00.000,0.8,0.75,0.7,0.85,0.85,0.85,0.8,1
DEL18DT,2015-12-25T00:00:00.000,0.8,0.75,0.7,0.85,0.85,0.85,0.8,1
DEL18DT,2015-12-24T00:00:00.000,0.65,0.75,0.75,0.65,0.75,0.8,0.73,1
DEL18DT,2015-12-24T00:00:00.000,0.65,0.75,0.75,0.65,0.75,0.8,0.73,1
DEL18DT,2015-12-23T00:00:00.000,0.95,0.95,0.85,0.7,0.7,0.65,0.8,2
DEL18DT,2015-12-23T00:00:00.000,0.95,0.95,0.85,0.7,0.7,0.65,0.8,2
DEL18DT,2015-12-22T00:00:00.000,0.75,0.75,0.8,0.85,0.9,0.95,0.83,2
DEL18DT,2015-12-22T00:00:00.000,0.75,0.75,0.8,0.85,0.9,0.95,0.83,2
DEL18DT,2015-12-21T00:00:00.000,0.9,0.8,0.85,0.65,0.7,0.75,0.78,<1
DEL18DT,2015-12-21T00:00:00.000,0.9,0.8,0.85,0.65,0.7,0.75,0.78,<1
DEL18DT,2015-12-20T00:00:00.000,0.65,0.7,0.7,0.75,0.75,0.85,0.73,1
DEL18DT,2015-12-20T00:00:00.000,0.65,0.7,0.7,0.75,0.75,0.85,0.73,1
DEL18DT,2015-12-19T00:00:00.000,0.85,0.85,0.95,0.65,0.65,0.65,0.77,<1
DEL18DT,2015-12-19T00:00:00.000,0.85,0.85,0.95,0.65,0.65,0.65,0.77,<1
DEL18DT,2015-12-18T00:00:00.000,0.7,0.75,0.8,0.85,0.8,0.9,0.8,4
DEL18DT,2015-12-18T00:00:00.000,0.7,0.75,0.8,0.85,0.8,0.9,0.8,4
DEL18DT,2015-12-17T00:00:00.000,0.65,0.65,0.75,0.8,0.75,0.7,0.72,1
DEL18DT,2015-12-17T00:00:00.000,0.65,0.65,0.75,0.8,0.75,0.7,0.72,1
DEL18DT,2015-12-16T00:00:00.000,0.85,0.8,0.7,0.7,0.7,0.65,0.73,3
DEL18DT,2015-12-16T00:00:00.000,0.85,0.8,0.7,0.7,0.7,0.65,0.73,3
DEL18DT,2015-12-15T00:00:00.000,0.8,0.75,0.9,1,0.85,0.75,0.84,<1
DEL18DT,2015-12-15T00:00:00.000,0.8,0.75,0.9,1,0.85,0.75,0.84,<1
DEL18DT,2015-12-14T00:00:00.000,0.75,0.7,0.75,0.9,0.8,0.9,0.8,<1
DEL18DT,2015-12-14T00:00:00.000,0.75,0.7,0.75,0.9,0.8,0.9,0.8,<1
DEL18DT,2015-12-13T00:00:00.000,0.7,0.7,0.65,0.75,0.7,0.7,0.7,<1
DEL18DT,2015-12-13T00:00:00.000,,0.7,0.65,0.75,0.7,0.7,0.7,<1
DEL18DT,2015-12-12T00:00:00.000,0.85,0.8,0.85,0.65,0.65,0.7,0.75,<1
DEL18DT,2015-12-11T00:00:00.000,0.8,0.8,0.85,0.75,0.9,0.8,0.82,<1
DEL18DT,2015-12-10T00:00:00.000,0.75,0.8,0.8,0.8,0.8,0.9,0.81,1
DEL18DT,2015-12-09T00:00:00.000,0.65,0.65,0.65,0.65,0.75,0.75,0.68,1
DEL18DT,2015-12-08T00:00:00.000,0.65,0.65,0.7,0.65,0.7,0.65,0.67,<1
DEL18DT,2015-12-07T00:00:00.000,0.85,0.75,0.85,0.9,0.75,0.75,0.81,<1
DEL18DT,2015-12-06T00:00:00.000,0.75,0.7,0.7,0.75,0.75,0.8,0.74,1
DEL18DT,2015-12-05T00:00:00.000,0.75,0.7,0.85,0.65,0.7,0.7,0.73,1
DEL18DT,2015-12-04T00:00:00.000,0.85,0.9,0.85,0.75,0.75,0.8,0.82,<1
DEL18DT,2015-12-03T00:00:00.000,0.65,0.7,0.75,0.85,0.9,0.85,0.78,<1
DEL18DT,2015-12-02T00:00:00.000,0.7,0.75,0.7,0.6,0.6,0.65,0.67,<1
DEL18DT,2015-12-01T00:00:00.000,0.75,0.7,0.75,0.7,0.7,0.75,0.73,<1
DEL18DT,2015-11-30T00:00:00.000,0.7,0.7,0.75,0.75,0.65,0.7,0.71,2
DEL18DT,2015-11-29T00:00:00.000,0.65,0.65,0.65,0.9,0.65,0.7,0.7,<1
DEL18DT,2015-11-28T00:00:00.000,0.8,0.75,0.75,0.65,0.7,0.6,0.71,1
DEL18DT,2015-11-27T00:00:00.000,0.75,0.7,0.75,0.8,0.75,0.75,0.75,<1
DEL18DT,2015-11-26T00:00:00.000,0.7,0.7,0.75,0.7,0.8,0.7,0.73,3
DEL18DT,2015-11-25T00:00:00.000,0.7,0.7,0.75,0.7,0.75,0.8,0.73,1
DEL18DT,2015-11-24T00:00:00.000,0.65,0.65,0.65,0.75,0.7,0.65,0.68,2
DEL18DT,2015-11-23T00:00:00.000,0.7,0.65,0.65,0.7,0.65,0.65,0.67,<1
DEL18DT,2015-11-22T00:00:00.000,0.75,0.75,0.7,0.6,0.65,0.6,0.68,1
DEL18DT,2015-11-21T00:00:00.000,0.85,0.8,0.8,0.75,0.7,0.7,0.77,1
DEL18DT,2015-11-20T00:00:00.000,0.9,0.95,,0.85,0.8,0.8,0.86,2
DEL18DT,2015-11-19T00:00:00.000,0.9,0.85,0.8,0.95,0.8,0.85,0.86,1
DEL18DT,2015-11-18T00:00:00.000,0.65,0.7,0.75,0.8,0.85,0.85,0.77,<1
DEL18DT,2015-11-17T00:00:00.000,0.8,0.75,0.75,0.65,0.65,0.75,0.73,3
DEL18DT,2015-11-16T00:00:00.000,0.85,0.8,0.8,0.75,0.85,0.75,0.8,1
DEL18DT,2015-11-15T00:00:00.000,0.7,0.7,0.7,0.85,0.9,0.85,0.78,1
DEL18DT,2015-11-14T00:00:00.000,0.8,0.85,0.75,0.65,0.7,0.7,0.74,<1
DEL18DT,2015-11-13T00:00:00.000,1,1,1,0.9,0.8,0.8,0.92,2
DEL18DT,2015-11-12T00:00:00.000,0.75,0.75,0.8,0.75,0.7,0.75,0.75,<1
DEL18DT,2015-11-11T00:00:00.000,0.85,0.85,0.8,0.8,0.8,0.85,0.83,<1
DEL18DT,2015-11-10T00:00:00.000,0.65,0.75,0.75,0.85,0.8,0.85,0.78,1
DEL18DT,2015-11-09T00:00:00.000,0.75,0.7,0.75,0.8,0.75,0.75,0.75,1
DEL18DT,2015-11-08T00:00:00.000,0.7,0.7,0.7,0.85,0.8,0.7,0.74,1
DEL18DT,2015-11-07T00:00:00.000,0.75,0.75,0.8,0.7,0.7,0.7,0.73,1
DEL18DT,2015-11-06T00:00:00.000,0.8,0.8,0.85,0.75,0.9,0.85,0.83,1
DEL18DT,2015-11-05T00:00:00.000,0.85,0.8,0.8,0.7,0.8,0.85,0.8,<1
DEL18DT,2015-11-04T00:00:00.000,0.95,0.95,0.8,0.8,0.75,0.85,0.85,3
DEL18DT,2015-11-03T00:00:00.000,0.85,0.85,0.85,1,0.85,1,0.9,1
DEL18DT,2015-11-02T00:00:00.000,0.75,0.75,0.8,0.75,0.8,0.9,0.79,3
DEL18DT,2015-11-01T00:00:00.000,0.75,0.75,0.7,0.7,0.8,0.8,0.75,1
DEL18DT,2015-10-31T00:00:00.000,0.7,0.75,0.75,0.75,0.7,0.8,0.74,2
DEL18DT,2015-10-30T00:00:00.000,0.75,0.75,0.85,0.8,0.85,0.85,0.81,4
DEL18DT,2015-10-29T00:00:00.000,0.9,0.85,0.9,0.65,0.75,0.75,0.8,1
DEL18DT,2015-10-28T00:00:00.000,0.55,0.55,0.65,0.8,0.9,0.85,0.72,<1
DEL18DT,2015-10-27T00:00:00.000,0.65,0.7,0.6,0.65,0.6,0.65,0.64,1
DEL18DT,2015-10-26T00:00:00.000,0.65,0.7,0.7,0.6,0.55,0.65,0.64,<1
DEL18DT,2015-10-25T00:00:00.000,0.6,0.6,0.6,0.6,0.7,0.7,0.63,<1
DEL18DT,2015-10-24T00:00:00.000,0.7,0.6,0.7,0.6,0.6,0.7,0.65,<1
DEL18DT,2015-10-23T00:00:00.000,0.6,0.7,0.7,0.6,0.65,0.75,0.67,1
DEL18DT,2015-10-22T00:00:00.000,0.65,0.6,0.7,0.65,0.75,0.7,0.68,1
DEL18DT,2015-10-21T00:00:00.000,0.6,0.65,0.65,0.65,0.7,0.65,0.65,<1
DEL18DT,2015-10-20T00:00:00.000,0.6,0.55,0.65,0.6,0.65,0.6,0.61,1
DEL18DT,2015-10-19T00:00:00.000,0.55,0.65,0.6,0.55,0.6,0.55,0.58,1
DEL18DT,2015-10-18T00:00:00.000,0.6,0.55,0.6,0.55,0.55,0.6,0.58,3
DEL18DT,2015-10-17T00:00:00.000,0.65,0.7,0.65,0.6,0.6,0.6,0.63,3
DEL18DT,2015-10-16T00:00:00.000,0.75,0.75,0.7,0.6,0.7,0.7,0.7,<1
DEL18DT,2015-10-15T00:00:00.000,0.8,0.75,0.8,0.7,0.75,0.75,0.76,1
DEL18DT,2015-10-14T00:00:00.000,0.7,0.65,0.95,0.85,0.75,0.8,0.78,1
DEL18DT,2015-10-13T00:00:00.000,0.75,0.7,0.85,0.75,0.75,0.65,0.74,1
DEL18DT,2015-10-12T00:00:00.000,0.6,0.65,0.7,0.75,0.7,0.85,0.71,1
DEL18DT,2015-10-11T00:00:00.000,0.7,0.75,0.8,0.65,0.75,0.75,0.73,<1
DEL18DT,2015-10-10T00:00:00.000,0.75,0.75,0.75,0.7,0.65,0.65,0.71,<1
DEL18DT,2015-10-09T00:00:00.000,0.65,0.65,0.65,0.6,0.6,0.6,0.63,3
DEL18DT,2015-10-08T00:00:00.000,0.75,0.75,0.65,0.7,0.65,0.6,0.68,1
DEL18DT,2015-10-07T00:00:00.000,0.65,0.6,0.65,0.65,0.75,0.6,0.65,1
DEL18DT,2015-10-06T00:00:00.000,0.6,0.6,0.7,0.65,0.7,0.65,0.65,2
DEL18DT,2015-10-05T00:00:00.000,0.65,0.6,0.6,0.6,0.55,0.6,0.6,<1
DEL18DT,2015-10-04T00:00:00.000,0.5,0.5,0.55,0.65,0.6,0.65,0.58,<1
DEL18DT,2015-10-03T00:00:00.000,0.5,0.65,0.65,0.5,0.55,0.45,0.55,1
DEL18DT,2015-10-02T00:00:00.000,0.55,0.6,0.6,0.6,0.55,0.55,0.58,<1
DEL18DT,2015-10-01T00:00:00.000,0.65,0.6,0.6,0.6,0.6,0.65,0.62,9
DEL18DT,2015-09-30T00:00:00.000,0.6,0.75,0.7,0.6,0.6,0.6,0.64,3
DEL18DT,2015-09-29T00:00:00.000,0.75,0.75,0.8,0.75,0.6,0.7,0.73,2
DEL18DT,2015-09-28T00:00:00.000,0.9,0.7,0.75,0.75,0.75,0.75,0.77,<1
DEL18DT,2015-09-27T00:00:00.000,0.5,0.55,0.55,0.65,0.65,0.6,0.58,<1
DEL18DT,2015-09-26T00:00:00.000,0.65,0.65,0.6,0.55,0.5,0.5,0.58,1
DEL18DT,2015-09-25T00:00:00.000,0.6,0.7,0.75,0.65,0.6,0.6,0.65,1
DEL18DT,2015-09-24T00:00:00.000,0.65,0.7,0.75,0.6,0.7,0.65,0.68,<1
DEL18DT,2015-09-23T00:00:00.000,0.7,0.7,0.7,0.65,0.6,0.65,0.67,<1
DEL18DT,2015-09-22T00:00:00.000,0.6,0.6,0.65,0.7,0.7,0.75,0.67,1
DEL18DT,2015-09-21T00:00:00.000,0.65,0.6,0.7,0.6,0.55,0.55,0.61,<1
DEL18DT,2015-09-20T00:00:00.000,0.65,0.65,0.6,0.65,0.65,0.65,0.64,1
DEL18DT,2015-09-19T00:00:00.000,0.7,0.75,0.75,0.55,0.6,0.65,0.67,1
DEL18DT,2015-09-18T00:00:00.000,0.75,0.75,0.8,0.7,0.7,0.8,0.75,2
DEL18DT,2015-09-17T00:00:00.000,0.65,0.65,0.65,0.7,0.65,0.75,0.68,<1
DEL18DT,2015-09-16T00:00:00.000,0.7,0.7,0.65,0.65,0.65,0.65,0.67,<1
DEL18DT,2015-09-15T00:00:00.000,0.75,0.7,0.6,0.6,0.65,0.7,0.67,2
DEL18DT,2015-09-14T00:00:00.000,0.8,0.8,0.75,0.6,0.65,0.7,0.72,<1
DEL18DT,2015-09-13T00:00:00.000,0.6,0.6,0.65,0.75,0.85,0.8,0.71,3
DEL18DT,2015-09-12T00:00:00.000,0.75,0.7,0.7,0.65,0.7,0.65,0.69,1
DEL18DT,2015-09-11T00:00:00.000,0.75,0.8,0.75,0.7,0.75,0.7,0.74,3
DEL18DT,2015-09-10T00:00:00.000,0.65,0.65,0.65,0.75,0.7,0.7,0.68,<1
DEL18DT,2015-09-09T00:00:00.000,0.8,0.75,0.6,,,,0.72,
DEL18DT,2015-09-08T00:00:00.000,0.75,0.75,0.7,0.65,0.75,0.8,0.73,<1
DEL18DT,2015-09-07T00:00:00.000,0.7,0.8,0.75,0.7,0.75,0.8,0.75,<1
DEL18DT,2015-09-06T00:00:00.000,0.8,0.75,0.7,0.65,0.85,0.8,0.76,<1
DEL18DT,2015-09-05T00:00:00.000,0.65,0.7,0.65,0.75,0.75,0.7,0.7,1
DEL18DT,2015-09-04T00:00:00.000,0.7,0.65,0.85,0.7,0.65,0.6,0.69,<1
DEL18DT,2015-09-03T00:00:00.000,0.65,0.65,0.8,0.7,0.75,0.75,0.72,1
DEL18DT,2015-09-02T00:00:00.000,0.8,0.85,0.85,0.8,0.85,0.85,0.83,<1
DEL18DT,2015-09-01T00:00:00.000,0.65,0.6,0.7,0.85,0.8,0.75,0.73,<1
DEL18DT,2015-08-31T00:00:00.000,0.8,0.8,0.8,0.6,0.65,0.7,0.73,<1
DEL18DT,2015-08-30T00:00:00.000,0.7,0.65,0.65,0.85,0.8,0.8,0.74,<1
DEL18DT,2015-08-29T00:00:00.000,0.8,0.75,0.7,0.85,0.65,0.7,0.74,1
DEL18DT,2015-08-28T00:00:00.000,0.7,0.65,0.65,0.7,0.75,0.8,0.71,<1
DEL18DT,2015-08-27T00:00:00.000,0.7,0.7,0.75,0.65,0.8,0.8,0.73,1
DEL18DT,2015-08-26T00:00:00.000,0.7,0.8,0.8,0.65,0.7,0.75,0.73,<1
DEL18DT,2015-08-25T00:00:00.000,0.85,0.85,0.75,0.6,0.85,0.7,0.77,1
DEL18DT,2015-08-24T00:00:00.000,0.75,0.85,0.75,0.8,0.75,0.75,0.78,<1
DEL18DT,2015-08-23T00:00:00.000,0.65,0.6,0.65,0.8,0.85,0.85,0.73,<1
