Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2019-03-31T00:00:00.000,0.75,0.70,0.80,0.65,0.70,0.70,0.72,<1
DEL18DT,2019-03-30T00:00:00.000,0.70,0.80,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2019-03-29T00:00:00.000,0.80,0.80,0.80,0.75,0.80,0.80,0.79,E1
DEL18DT,2019-03-28T00:00:00.000,0.75,0.80,0.75,0.80,0.75,0.80,0.78,<1
DEL18DT,2019-03-27T00:00:00.000,0.85,0.80,0.80,0.75,0.85,0.80,0.81,<1
DEL18DT,2019-03-26T00:00:00.000,0.80,0.80,0.85,0.75,0.80,0.80,0.80,<1
DEL18DT,2019-03-25T00:00:00.000,0.80,0.90,0.80,0.80,0.80,0.85,0.83,<1
DEL18DT,2019-03-24T00:00:00.000,0.90,0.90,0.85,0.85,0.80,0.85,0.86,<1
DEL18DT,2019-03-23T00:00:00.000,0.90,0.95,0.85,0.80,0.95,0.80,0.88,<1
DEL18DT,2019-03-22T00:00:00.000,0.90,0.95,1.00,0.90,0.95,0.95,0.94,<1
DEL18DT,2019-03-21T00:00:00.000,0.95,0.90,0.90,0.85,0.85,0.90,0.89,<1
DEL18DT,2019-03-20T00:00:00.000,0.85,0.90,0.90,0.85,0.90,0.90,0.88,<1
DEL18DT,2019-03-19T00:00:00.000,0.85,0.90,0.95,1.00,0.95,0.90,0.93,<1
DEL18DT,2019-03-18T00:00:00.000,1.00,0.85,0.90,0.95,0.95,0.85,0.92,<1
DEL18DT,2019-03-17T00:00:00.000,1.10,0.95,0.95,1.00,0.95,1.00,0.99,<1
DEL18DT,2019-03-16T00:00:00.000,0.95,1.00,1.10,1.00,0.95,0.95,0.99,E3
DEL18DT,2019-03-15T00:00:00.000,0.90,0.90,0.90,1.10,0.95,1.00,0.96,E2
DEL18DT,2019-03-14T00:00:00.000,1.00,1.00,0.95,1.00,0.90,0.90,0.96,E1
DEL18DT,2019-03-13T00:00:00.000,1.00,0.95,0.90,0.95,0.90,0.95,0.94,<1
DEL18DT,2019-03-12T00:00:00.000,1.10,1.00,1.00,0.95,0.95,1.00,1.00,E2
DEL18DT,2019-03-11T00:00:00.000,1.10,1.10,0.95,0.95,0.95,1.00,1.01,E1
DEL18DT,2019-03-10T00:00:00.000,0.85,0.85,0.90,0.95,1.00,1.00,0.93,E1
DEL18DT,2019-03-09T00:00:00.000,1.00,1.00,0.95,0.90,0.90,0.85,0.93,E1
DEL18DT,2019-03-08T00:00:00.000,1.00,0.95,0.90,0.95,0.90,0.90,0.93,E1
DEL18DT,2019-03-07T00:00:00.000,0.90,0.95,1.00,1.10,1.00,1.00,0.99,E3
DEL18DT,2019-03-06T00:00:00.000,1.10,1.00,0.95,0.95,0.95,0.90,0.98,E2
DEL18DT,2019-03-05T00:00:00.000,0.85,0.85,0.85,0.90,0.90,0.90,0.88,E4
DEL18DT,2019-03-04T00:00:00.000,0.90,0.90,0.80,0.90,0.80,0.85,0.86,E3
DEL18DT,2019-03-03T00:00:00.000,0.85,0.95,0.85,0.90,0.90,0.90,0.89,E1
DEL18DT,2019-03-02T00:00:00.000,0.80,0.90,1.00,0.95,0.95,0.95,0.93,E2
DEL18DT,2019-03-01T00:00:00.000,0.90,0.90,0.80,0.85,0.80,0.85,0.85,<1
DEL18DT,2019-02-28T00:00:00.000,0.80,0.75,0.80,0.90,0.80,0.80,0.81,E1
DEL18DT,2019-02-27T00:00:00.000,0.80,0.75,0.80,0.95,0.95,0.80,0.84,E8
DEL18DT,2019-02-26T00:00:00.000,0.75,0.80,0.75,0.70,0.80,0.85,0.78,E4
DEL18DT,2019-02-25T00:00:00.000,0.95,0.85,0.80,0.80,0.70,0.75,0.81,E6
DEL18DT,2019-02-24T00:00:00.000,0.70,0.75,0.80,1.00,0.85,0.85,0.83,E4
DEL18DT,2019-02-23T00:00:00.000,0.70,0.65,0.70,0.65,0.65,0.70,0.68,E9
DEL18DT,2019-02-22T00:00:00.000,0.75,0.75,0.75,0.75,0.75,0.65,0.73,E9
DEL18DT,2019-02-21T00:00:00.000,0.75,0.65,0.75,0.70,0.70,0.65,0.70,E3
DEL18DT,2019-02-20T00:00:00.000,0.75,0.65,0.75,0.70,0.70,0.75,0.72,E3
DEL18DT,2019-02-19T00:00:00.000,0.65,0.65,0.70,0.75,0.80,0.70,0.71,E8
DEL18DT,2019-02-18T00:00:00.000,0.70,0.65,0.70,0.55,0.65,0.75,0.67,E7
DEL18DT,2019-02-17T00:00:00.000,0.70,0.70,0.70,0.70,0.70,0.70,0.70,E7
DEL18DT,2019-02-16T00:00:00.000,0.75,0.70,0.65,0.70,0.70,0.70,0.70,E8
DEL18DT,2019-02-15T00:00:00.000,0.70,0.70,0.70,0.70,0.70,0.70,0.70,E1
DEL18DT,2019-02-14T00:00:00.000,0.85,0.80,0.75,0.70,0.65,0.70,0.74,E1
DEL18DT,2019-02-13T00:00:00.000,1.00,0.95,0.85,0.80,0.80,0.80,0.87,<1
DEL18DT,2019-02-12T00:00:00.000,0.75,0.75,0.80,0.90,1.00,1.00,0.87,E2
DEL18DT,2019-02-11T00:00:00.000,0.70,0.65,0.80,0.65,0.80,0.60,0.70,E1
DEL18DT,2019-02-10T00:00:00.000,0.65,0.65,0.70,0.65,0.70,0.60,0.66,E1
DEL18DT,2019-02-09T00:00:00.000,0.65,0.60,0.60,0.65,0.65,0.65,0.63,E4
DEL18DT,2019-02-08T00:00:00.000,0.70,0.70,0.70,0.65,0.80,0.60,0.69,E1
DEL18DT,2019-02-07T00:00:00.000,0.65,0.60,0.65,0.65,0.70,0.70,0.66,<1
DEL18DT,2019-02-06T00:00:00.000,0.65,0.65,0.70,0.65,0.70,0.70,0.68,E1
DEL18DT,2019-02-05T00:00:00.000,0.70,0.65,0.70,0.60,0.65,0.65,0.66,<1
DEL18DT,2019-02-04T00:00:00.000,0.70,0.70,0.65,0.70,0.70,0.65,0.68,E1
DEL18DT,2019-02-03T00:00:00.000,0.60,0.60,0.70,0.70,0.70,0.70,0.67,E3
DEL18DT,2019-02-02T00:00:00.000,0.90,0.75,0.85,0.75,0.70,0.65,0.74,E3
DEL18DT,2019-02-01T00:00:00.000,0.70,0.70,0.75,0.75,0.75,0.75,0.73,E4
DEL18DT,2019-01-31T00:00:00.000,0.65,0.65,0.7,0.7,0.7,0.65,0.68,E6
DEL18DT,2019-01-30T00:00:00.000,0.7,0.75,0.7,0.65,0.6,0.65,0.68,E4
DEL18DT,2019-01-29T00:00:00.000,0.7,0.75,0.75,0.75,0.75,0.85,0.76,<1
DEL18DT,2019-01-28T00:00:00.000,0.7,0.7,0.6,0.65,0.8,0.7,0.69,E5
DEL18DT,2019-01-27T00:00:00.000,,,0.7,0.65,0.75,0.65,0.69,E3
DEL18DT,2019-01-26T00:00:00.000,,,0.65,0.65,0.65,0.7,0.66,E5
DEL18DT,2019-01-25T00:00:00.000,0.65,0.65,0.65,0.65,0.65,0.6,0.64,E6
DEL18DT,2019-01-24T00:00:00.000,0.65,0.6,0.6,0.6,0.6,0.7,0.63,E6
DEL18DT,2019-01-23T00:00:00.000,0.55,0.6,0.7,0.65,0.65,0.6,0.63,E3
DEL18DT,2019-01-22T00:00:00.000,0.65,0.6,0.7,0.6,0.6,0.6,0.63,<1
DEL18DT,2019-01-21T00:00:00.000,0.7,0.6,0.65,0.7,0.6,0.7,0.66,E1
DEL18DT,2019-01-20T00:00:00.000,0.7,0.7,0.8,0.75,0.75,0.65,0.73,E3
DEL18DT,2019-01-19T00:00:00.000,0.6,0.6,0.65,0.65,0.65,0.75,0.65,E1
DEL18DT,2019-01-18T00:00:00.000,0.6,0.6,0.65,0.6,0.6,0.6,0.61,<1
DEL18DT,2019-01-17T00:00:00.000,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
DEL18DT,2019-01-16T00:00:00.000,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
DEL18DT,2019-01-15T00:00:00.000,0.6,0.65,0.65,0.65,0.6,0.6,0.63,<1
DEL18DT,2019-01-14T00:00:00.000,0.75,0.7,0.65,0.65,0.7,0.65,0.68,<1
DEL18DT,2019-01-13T00:00:00.000,,,0.9,0.7,0.7,0.7,0.75,E1
DEL18DT,2019-01-12T00:00:00.000,1,,0.7,1.1,0.9,0.65,0.87,E1
DEL18DT,2019-01-11T00:00:00.000,0.7,0.75,0.7,0.7,0.75,0.7,0.72,<1
DEL18DT,2019-01-10T00:00:00.000,0.65,0.65,0.7,0.6,0.7,0.65,0.66,E2
DEL18DT,2019-01-09T00:00:00.000,0.65,0.65,0.7,0.65,0.65,0.7,0.67,E1
DEL18DT,2019-01-08T00:00:00.000,0.65,0.65,0.7,0.65,0.6,0.65,0.65,<1
DEL18DT,2019-01-07T00:00:00.000,0.8,0.8,0.75,0.6,0.7,0.65,0.72,<1
DEL18DT,2019-01-06T00:00:00.000,0.7,0.65,0.7,0.8,0.75,0.75,0.73,<1
DEL18DT,2019-01-05T00:00:00.000,0.8,0.75,0.65,0.65,0.7,0.7,0.71,E1
DEL18DT,2019-01-04T00:00:00.000,0.7,0.65,0.65,0.7,0.75,0.8,0.71,<1
DEL18DT,2019-01-03T00:00:00.000,0.7,0.65,0.65,0.7,0.65,0.65,0.67,E1
DEL18DT,2019-01-02T00:00:00.000,0.7,0.65,0.65,0.7,0.75,0.7,0.69,E2
DEL18DT,2019-01-01T00:00:00.000,0.7,0.7,0.7,0.65,0.85,0.75,0.73,E1
DEL18DT,2018-12-31T00:00:00.000,0.7,0.75,0.7,0.7,0.75,0.7,0.72,E2
DEL18DT,2018-12-30T00:00:00.000,0.85,0.8,0.75,0.7,0.7,0.7,0.75,<1
DEL18DT,2018-12-29T00:00:00.000,0.8,0.8,0.75,0.8,0.85,0.85,0.81,<1
DEL18DT,2018-12-28T00:00:00.000,0.65,0.7,0.7,0.7,0.7,0.75,0.7,<1
DEL18DT,2018-12-27T00:00:00.000,0.65,0.7,0.65,0.65,0.7,0.7,0.68,E1
DEL18DT,2018-12-26T00:00:00.000,0.7,0.7,0.7,0.75,0.65,0.65,0.69,E4
DEL18DT,2018-12-25T00:00:00.000,0.75,0.75,0.75,0.8,0.75,0.75,0.76,E3
DEL18DT,2018-12-24T00:00:00.000,0.8,0.8,0.8,0.75,0.75,0.75,0.78,E2
DEL18DT,2018-12-23T00:00:00.000,0.8,0.75,0.8,0.8,0.8,0.8,0.79,<1
DEL18DT,2018-12-22T00:00:00.000,0.75,0.75,0.75,0.8,0.8,0.75,0.77,<1
DEL18DT,2018-12-21T00:00:00.000,0.75,0.8,1.4,0.8,0.8,0.8,0.89,E3
DEL18DT,2018-12-20T00:00:00.000,0.85,0.75,0.8,0.8,0.75,0.8,0.79,E1
DEL18DT,2018-12-19T00:00:00.000,0.85,0.8,0.85,0.9,0.85,0.8,0.84,E1
DEL18DT,2018-12-18T00:00:00.000,0.8,0.85,0.8,0.7,0.8,0.85,0.8,E1
DEL18DT,2018-12-17T00:00:00.000,0.85,0.8,0.85,0.85,0.85,0.85,0.84,E1
DEL18DT,2018-12-16T00:00:00.000,0.8,0.9,0.85,0.85,0.85,0.75,0.83,<1
DEL18DT,2018-12-15T00:00:00.000,0.9,0.8,0.85,0.8,0.75,0.85,0.83,E2
DEL18DT,2018-12-14T00:00:00.000,0.8,0.9,0.85,0.9,0.8,0.85,0.85,<1
DEL18DT,2018-12-13T00:00:00.000,1,1,0.95,0.85,0.85,0.85,0.92,E1
DEL18DT,2018-12-12T00:00:00.000,0.75,0.8,0.85,0.95,0.9,0.85,0.85,<1
DEL18DT,2018-12-11T00:00:00.000,0.85,0.85,0.9,0.85,0.85,0.9,0.87,<1
DEL18DT,2018-12-10T00:00:00.000,0.8,0.85,0.85,0.8,0.9,0.85,0.84,E2
DEL18DT,2018-12-09T00:00:00.000,0.8,0.8,0.85,0.8,0.85,0.85,0.83,E3
DEL18DT,2018-12-08T00:00:00.000,0.85,0.9,0.85,0.85,0.85,0.85,0.86,<1
DEL18DT,2018-12-07T00:00:00.000,0.8,0.8,0.85,0.85,0.85,0.85,0.83,E2
DEL18DT,2018-12-06T00:00:00.000,0.8,0.75,0.8,0.9,0.8,0.8,0.81,<1
DEL18DT,2018-12-05T00:00:00.000,0.8,0.8,0.8,0.85,0.8,0.8,0.81,<1
DEL18DT,2018-12-04T00:00:00.000,0.95,0.8,0.85,0.8,0.8,0.85,0.84,E1
DEL18DT,2018-12-03T00:00:00.000,0.75,0.85,0.9,0.8,0.85,0.85,0.83,<1
DEL18DT,2018-12-02T00:00:00.000,0.8,0.8,0.85,0.8,0.9,0.8,0.83,E6
DEL18DT,2018-12-01T00:00:00.000,0.85,0.8,0.75,0.8,0.8,0.8,0.8,E2
DEL18DT,2018-11-30T00:00:00.000,0.85,0.8,0.8,0.8,0.8,0.85,0.82,<1
DEL18DT,2018-11-29T00:00:00.000,0.85,0.8,0.75,0.8,0.8,0.85,0.81,E4
DEL18DT,2018-11-28T00:00:00.000,0.85,0.8,0.7,0.85,0.85,0.8,0.81,<1
DEL18DT,2018-11-27T00:00:00.000,1,0.9,1,0.8,0.85,0.75,0.88,E2
DEL18DT,2018-11-26T00:00:00.000,0.7,0.7,0.65,0.65,0.9,0.9,0.75,<1
DEL18DT,2018-11-25T00:00:00.000,0.75,0.7,0.75,0.75,0.8,0.7,0.74,<1
DEL18DT,2018-11-24T00:00:00.000,0.75,0.7,0.8,0.75,0.7,0.7,0.73,<1
DEL18DT,2018-11-23T00:00:00.000,0.8,0.75,0.75,0.65,0.8,0.65,0.73,E3
DEL18DT,2018-11-22T00:00:00.000,0.75,0.75,0.75,0.7,0.8,0.8,0.76,E1
DEL18DT,2018-11-21T00:00:00.000,0.7,0.7,0.65,0.7,0.75,0.8,0.72,E2
DEL18DT,2018-11-20T00:00:00.000,0.65,0.65,0.7,0.6,0.7,0.7,0.67,E3
DEL18DT,2018-11-19T00:00:00.000,0.7,0.75,0.65,0.6,0.65,0.65,0.67,E1
DEL18DT,2018-11-18T00:00:00.000,0.7,0.75,0.7,0.75,0.7,0.7,0.72,E1
DEL18DT,2018-11-17T00:00:00.000,0.65,0.65,0.65,0.7,0.7,0.65,0.67,E2
DEL18DT,2018-11-16T00:00:00.000,0.8,0.85,0.85,0.9,0.65,0.65,0.78,E1
DEL18DT,2018-11-15T00:00:00.000,0.6,0.65,0.6,0.6,0.85,0.85,0.69,E2
DEL18DT,2018-11-14T00:00:00.000,0.6,0.6,0.6,0.6,0.55,0.65,0.6,<1
DEL18DT,2018-11-13T00:00:00.000,0.6,0.6,0.6,0.6,0.6,0.6,0.6,<1
DEL18DT,2018-11-12T00:00:00.000,0.65,0.6,0.55,0.6,0.55,0.55,0.58,<1
DEL18DT,2018-11-11T00:00:00.000,0.6,0.6,0.65,0.6,0.6,0.6,0.61,E2
DEL18DT,2018-11-10T00:00:00.000,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E2
DEL18DT,2018-11-09T00:00:00.000,0.65,0.6,0.65,0.6,0.65,0.6,0.63,<1
DEL18DT,2018-11-08T00:00:00.000,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E3
DEL18DT,2018-11-07T00:00:00.000,0.65,0.65,0.5,0.6,0.6,0.65,0.61,E1
DEL18DT,2018-11-06T00:00:00.000,0.7,0.65,0.7,0.75,0.55,0.65,0.67,E2
DEL18DT,2018-11-05T00:00:00.000,0.7,0.7,0.7,0.7,0.65,0.7,0.69,E3
DEL18DT,2018-11-04T00:00:00.000,0.6,0.65,0.65,0.65,0.7,0.7,0.66,E2
DEL18DT,2018-11-03T00:00:00.000,0.55,0.55,0.65,0.6,0.6,0.65,0.6,<1
DEL18DT,2018-11-02T00:00:00.000,0.6,0.65,0.6,0.6,0.65,0.55,0.61,E1
DEL18DT,2018-11-01T00:00:00.000,0.6,0.6,0.65,0.6,0.6,0.65,0.62,<1
DEL18DT,2018-10-31T00:00:00.000,0.7,0.7,0.6,0.6,0.65,0.7,0.66,<1
DEL18DT,2018-10-30T00:00:00.000,0.8,0.75,0.85,0.65,0.7,0.65,0.73,E1
DEL18DT,2018-10-29T00:00:00.000,0.65,0.7,0.75,0.8,0.85,0.8,0.76,E1
DEL18DT,2018-10-28T00:00:00.000,0.9,0.8,0.8,0.75,0.7,0.7,0.78,E2
DEL18DT,2018-10-27T00:00:00.000,0.75,0.7,0.8,0.8,0.75,0.75,0.76,E3
DEL18DT,2018-10-26T00:00:00.000,0.65,0.65,0.65,0.6,1.1,1.2,0.81,E1
DEL18DT,2018-10-25T00:00:00.000,0.65,0.6,0.55,0.6,0.6,0.65,0.61,E2
DEL18DT,2018-10-24T00:00:00.000,0.7,0.65,0.7,0.65,0.7,0.65,0.68,E2
DEL18DT,2018-10-23T00:00:00.000,0.6,0.6,0.65,0.65,0.7,0.6,0.63,<1
DEL18DT,2018-10-22T00:00:00.000,0.7,0.65,0.55,0.65,0.7,0.65,0.65,E2
DEL18DT,2018-10-21T00:00:00.000,0.7,0.75,0.85,0.65,0.7,0.7,0.73,E2
DEL18DT,2018-10-20T00:00:00.000,0.65,0.65,0.6,0.8,0.7,1.4,0.8,E3
DEL18DT,2018-10-19T00:00:00.000,0.65,0.65,0.65,0.6,0.65,0.6,0.63,E2
DEL18DT,2018-10-18T00:00:00.000,0.65,0.65,0.7,0.6,0.65,0.65,0.65,E2
DEL18DT,2018-10-17T00:00:00.000,0.75,0.7,0.65,0.6,0.65,0.65,0.67,E2
DEL18DT,2018-10-16T00:00:00.000,0.8,0.8,0.75,0.7,0.7,0.7,0.74,E3
DEL18DT,2018-10-15T00:00:00.000,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E6
DEL18DT,2018-10-14T00:00:00.000,0.65,0.75,0.75,0.75,0.7,0.65,0.71,E6
DEL18DT,2018-10-13T00:00:00.000,0.65,0.75,0.7,0.65,0.75,0.75,0.71,E6
DEL18DT,2018-10-12T00:00:00.000,0.8,0.75,0.7,0.75,0.7,0.65,0.73,E4
DEL18DT,2018-10-11T00:00:00.000,0.7,0.7,0.65,0.65,0.65,0.8,0.69,E9
DEL18DT,2018-10-10T00:00:00.000,0.6,0.65,0.6,0.75,0.7,0.65,0.66,E13
DEL18DT,2018-10-09T00:00:00.000,0.75,0.7,0.75,0.65,0.65,0.6,0.68,E5
DEL18DT,2018-10-08T00:00:00.000,0.65,0.65,0.65,0.8,0.75,0.7,0.7,>=E6
DEL18DT,2018-10-07T00:00:00.000,0.65,0.75,0.75,0.6,0.65,0.65,0.68,<1
DEL18DT,2018-10-06T00:00:00.000,0.8,0.75,0.75,0.7,0.65,0.7,0.73,E10
DEL18DT,2018-10-05T00:00:00.000,0.8,0.75,0.75,0.65,0.65,0.7,0.72,38
DEL18DT,2018-10-04T00:00:00.000,0.8,0.75,0.9,1,0.95,0.8,0.87,32
DEL18DT,2018-10-03T00:00:00.000,0.65,0.65,0.65,0.85,0.95,1,0.79,E15
DEL18DT,2018-10-02T00:00:00.000,0.6,0.65,0.6,0.65,0.7,0.7,0.65,E5
DEL18DT,2018-10-01T00:00:00.000,0.6,0.6,0.6,0.7,0.75,0.7,0.66,E3
DEL18DT,2018-09-30T00:00:00.000,0.55,0.6,0.6,0.6,0.6,0.6,0.59,E8
DEL18DT,2018-09-29T00:00:00.000,0.6,0.55,0.55,0.7,0.55,0.65,0.6,E7
DEL18DT,2018-09-28T00:00:00.000,0.55,0.5,0.55,0.6,0.55,0.55,0.55,E8
DEL18DT,2018-09-27T00:00:00.000,0.7,0.75,0.85,0.75,0.55,0.6,0.7,38
DEL18DT,2018-09-26T00:00:00.000,0.8,0.6,0.6,0.8,0.75,0.75,0.72,58
DEL18DT,2018-09-25T00:00:00.000,0.65,0.65,0.7,0.6,0.55,0.6,0.63,E3
DEL18DT,2018-09-24T00:00:00.000,0.6,0.6,0.6,0.65,0.6,0.65,0.62,E5
DEL18DT,2018-09-23T00:00:00.000,0.6,0.6,0.6,0.6,0.6,0.55,0.59,E3
DEL18DT,2018-09-22T00:00:00.000,0.65,0.65,0.65,0.65,0.6,0.6,0.63,E2
DEL18DT,2018-09-21T00:00:00.000,0.8,0.7,0.65,0.6,0.6,0.65,0.67,E1
DEL18DT,2018-09-20T00:00:00.000,0.7,0.6,0.65,0.65,0.75,0.7,0.68,E3
DEL18DT,2018-09-19T00:00:00.000,0.65,0.7,0.6,0.6,0.6,0.6,0.63,<1
DEL18DT,2018-09-18T00:00:00.000,0.6,0.65,0.65,0.65,0.65,0.65,0.64,E1
DEL18DT,2018-09-17T00:00:00.000,0.7,0.7,0.65,0.55,0.65,0.6,0.64,<1
DEL18DT,2018-09-16T00:00:00.000,0.65,0.75,0.7,0.6,0.65,0.65,0.67,E3
DEL18DT,2018-09-15T00:00:00.000,0.65,0.65,0.65,0.75,0.6,0.65,0.66,E3
DEL18DT,2018-09-14T00:00:00.000,0.65,0.65,0.6,0.6,0.6,0.65,0.63,E3
DEL18DT,2018-09-13T00:00:00.000,0.65,0.75,0.7,0.6,0.6,0.65,0.66,E2
DEL18DT,2018-09-12T00:00:00.000,0.6,0.7,0.6,0.65,0.65,0.65,0.64,E4
DEL18DT,2018-09-11T00:00:00.000,0.6,0.6,0.6,0.75,0.75,0.55,0.64,E8
DEL18DT,2018-09-10T00:00:00.000,0.65,0.6,0.65,0.6,0.65,0.65,0.63,E14
DEL18DT,2018-09-09T00:00:00.000,0.7,0.6,0.55,0.55,0.8,0.6,0.63,E3
DEL18DT,2018-09-08T00:00:00.000,0.65,0.7,0.65,0.6,0.65,0.6,0.64,E1
DEL18DT,2018-09-07T00:00:00.000,0.7,0.75,0.65,0.7,0.6,0.65,0.68,<1
DEL18DT,2018-09-06T00:00:00.000,0.7,0.7,0.65,0.8,0.8,0.85,0.75,<1
DEL18DT,2018-09-05T00:00:00.000,0.7,0.7,0.6,0.7,0.65,0.75,0.68,E5
DEL18DT,2018-09-04T00:00:00.000,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2018-09-03T00:00:00.000,0.7,0.7,0.7,0.75,0.75,0.8,0.73,<1
DEL18DT,2018-09-02T00:00:00.000,0.75,0.7,0.75,0.8,0.7,0.75,0.74,E1
DEL18DT,2018-09-01T00:00:00.000,0.65,0.75,0.75,0.75,0.85,0.85,0.77,E1
DEL18DT,2018-08-31T00:00:00.000,0.75,0.75,0.7,0.65,0.75,0.7,0.72,E1
DEL18DT,2018-08-30T00:00:00.000,0.8,0.8,0.7,0.7,0.75,0.85,0.77,E3
DEL18DT,2018-08-29T00:00:00.000,0.8,0.75,0.75,0.65,0.75,0.8,0.75,<1
DEL18DT,2018-08-28T00:00:00.000,0.75,0.75,0.7,0.85,0.8,0.9,0.79,<1
DEL18DT,2018-08-27T00:00:00.000,0.7,0.8,0.7,0.75,0.75,0.75,0.74,E1
DEL18DT,2018-08-26T00:00:00.000,0.8,0.75,0.9,0.7,0.7,0.85,0.78,E1
DEL18DT,2018-08-25T00:00:00.000,0.7,0.75,0.75,0.75,0.85,0.85,0.78,<1
DEL18DT,2018-08-24T00:00:00.000,0.7,0.8,0.8,0.7,0.8,0.75,0.76,E3
DEL18DT,2018-08-23T00:00:00.000,0.8,0.75,0.75,0.75,0.75,0.95,0.79,E4
DEL18DT,2018-08-22T00:00:00.000,0.75,0.75,0.7,0.7,0.85,0.8,0.76,E3
DEL18DT,2018-08-21T00:00:00.000,0.8,0.9,0.8,0.75,1,0.7,0.83,E5
DEL18DT,2018-08-20T00:00:00.000,0.75,0.75,0.65,0.9,0.65,0.7,0.73,E9
DEL18DT,2018-08-19T00:00:00.000,0.65,0.75,0.65,0.65,0.7,0.7,0.68,E19
DEL18DT,2018-08-18T00:00:00.000,0.75,0.65,0.7,0.7,0.65,0.8,0.71,E12
DEL18DT,2018-08-17T00:00:00.000,0.9,0.7,0.65,0.6,0.65,0.65,0.69,E2
DEL18DT,2018-08-16T00:00:00.000,0.7,0.75,0.65,0.65,0.65,0.75,0.69,E2
DEL18DT,2018-08-15T00:00:00.000,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E9
DEL18DT,2018-08-14T00:00:00.000,0.8,0.65,0.6,0.65,0.55,0.5,0.63,E2
DEL18DT,2018-08-13T00:00:00.000,0.7,0.6,0.6,0.6,0.55,0.65,0.62,E2
DEL18DT,2018-08-12T00:00:00.000,0.55,0.6,0.6,0.7,0.6,0.7,0.63,E1
DEL18DT,2018-08-11T00:00:00.000,0.7,0.65,0.65,0.6,0.6,0.6,0.63,E3
DEL18DT,2018-08-10T00:00:00.000,0.75,0.7,0.7,0.6,0.65,0.65,0.68,E1
DEL18DT,2018-08-09T00:00:00.000,0.65,0.65,0.65,0.65,0.7,0.7,0.67,E1
DEL18DT,2018-08-08T00:00:00.000,0.7,0.65,0.6,0.65,0.65,1,0.71,<1
DEL18DT,2018-08-07T00:00:00.000,0.65,0.7,0.6,0.6,0.6,0.65,0.63,E1
DEL18DT,2018-08-06T00:00:00.000,0.7,0.65,0.65,0.6,0.55,0.6,0.63,E5
DEL18DT,2018-08-05T00:00:00.000,0.55,0.6,0.6,0.55,0.65,0.6,0.59,E2
DEL18DT,2018-08-04T00:00:00.000,0.6,0.55,0.55,0.55,0.55,0.55,0.56,E2
DEL18DT,2018-08-03T00:00:00.000,0.7,0.6,0.55,0.5,0.6,0.55,0.58,E1
DEL18DT,2018-08-02T00:00:00.000,0.55,0.55,0.55,0.65,0.85,0.6,0.63,E4
DEL18DT,2018-08-01T00:00:00.000,0.55,0.55,0.5,0.5,0.6,0.55,0.54,<1
DEL18DT,2018-07-31T00:00:00.000,0.55,0.55,0.5,0.5,0.5,0.55,0.53,<1
DEL18DT,2018-07-30T00:00:00.000,0.6,0.55,0.45,0.65,0.6,0.45,0.55,E1
DEL18DT,2018-07-29T00:00:00.000,0.55,0.5,0.5,0.5,0.55,0.55,0.53,E2
DEL18DT,2018-07-28T00:00:00.000,0.55,0.55,0.5,0.55,0.5,0.55,0.53,<1
DEL18DT,2018-07-27T00:00:00.000,0.55,0.6,0.55,0.55,0.55,0.55,0.56,E2
DEL18DT,2018-07-26T00:00:00.000,0.65,0.6,0.6,0.55,0.5,0.6,0.58,E1
DEL18DT,2018-07-25T00:00:00.000,0.55,0.55,0.55,0.6,0.6,0.6,0.58,<1
DEL18DT,2018-07-24T00:00:00.000,0.65,0.6,0.55,0.55,0.6,0.65,0.6,E3
DEL18DT,2018-07-23T00:00:00.000,0.5,0.75,0.65,0.6,0.95,0.6,0.68,E1
DEL18DT,2018-07-22T00:00:00.000,0.55,0.6,0.6,0.55,0.6,0.6,0.58,E3
DEL18DT,2018-07-21T00:00:00.000,0.55,0.6,0.75,0.65,0.55,0.55,0.61,<1
DEL18DT,2018-07-20T00:00:00.000,0.65,0.65,0.55,0.65,0.65,0.6,0.63,E1
DEL18DT,2018-07-19T00:00:00.000,0.65,0.55,0.6,0.65,0.55,0.65,0.61,E2
DEL18DT,2018-07-18T00:00:00.000,0.65,0.6,0.6,0.6,1.4,0.6,0.74,E2
DEL18DT,2018-07-17T00:00:00.000,0.7,0.7,0.65,0.65,0.65,0.6,0.66,E1
DEL18DT,2018-07-16T00:00:00.000,0.75,0.7,0.65,0.7,0.65,0.85,0.72,<1
DEL18DT,2018-07-15T00:00:00.000,0.75,0.7,0.75,0.65,0.6,0.7,0.69,<1
DEL18DT,2018-07-14T00:00:00.000,0.7,0.75,0.75,0.65,0.75,0.75,0.73,<1
DEL18DT,2018-07-13T00:00:00.000,0.8,0.75,0.8,0.75,0.75,0.7,0.76,<1
